,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0,4.110873864173311,3,9.042040056544483,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,5.2832037287379885,2,4,2,2,3,3,2,6.561030665896573,5,0.0,150.0,6.75343791859778,1,0,1,4,6.75343791859778,854,0.0,7.444833273892193,1.0,0.0,2,1,3,0.6931471805599453,2,8,6,0,1,2003.0,1,2.0,548.0,4,4,2,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0.0,2,2008,8,4
1,3.044522437723423,3,9.169622538697624,1,3,3,0,2,0,24,1,2,0,2,6,8,1976,1976,1,1,8,8,2,0.0,3,4,1,2,3,1,0,6.88653164253051,5,0.0,284.0,7.141245122350491,1,0,1,4,7.141245122350491,0,0.0,7.141245122350491,0.0,0.6931471805599453,2,0,3,0.6931471805599453,3,6,6,1,1,1976.0,1,2.0,460.0,4,4,2,5.700443573390687,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,8,4
2,4.110873864173311,3,9.328212292571072,1,0,3,0,4,0,5,2,2,0,5,7,5,2001,2002,1,1,12,13,1,5.093750200806762,2,4,2,2,3,2,2,6.18826412308259,5,0.0,434.0,6.825460036255307,1,0,1,4,6.825460036255307,866,0.0,7.488293515159428,1.0,0.0,2,1,3,0.6931471805599453,2,6,6,1,1,2001.0,1,2.0,608.0,4,4,2,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,9,2008,8,4
3,4.2626798770413155,3,9.164401140034737,1,0,3,0,0,0,6,2,2,0,5,7,5,1915,1970,1,1,13,15,2,0.0,3,4,0,3,1,3,0,5.37989735354046,5,0.0,540.0,6.6293632534374485,1,2,1,4,6.8690144506657065,756,0.0,7.4489161025442,1.0,0.0,1,0,3,0.6931471805599453,2,7,6,1,5,1998.0,2,3.0,642.0,4,4,2,0.0,3.58351893845611,5.60947179518496,0.0,0.0,0.0,0.0,2,2006,8,0
4,4.110873864173311,3,9.565283817736766,1,0,3,0,2,0,15,2,2,0,5,8,5,2000,2000,1,1,12,13,1,5.860786223465865,2,4,2,2,3,0,2,6.486160788944089,5,0.0,490.0,7.044032897274685,1,0,1,4,7.044032897274685,1053,0.0,7.695757990554761,1.0,0.0,2,1,4,0.6931471805599453,2,9,6,1,1,2000.0,1,3.0,836.0,4,4,2,5.262690188904886,4.442651256490317,0.0,0.0,0.0,0.0,0.0,12,2008,8,4
5,3.9318256327243257,3,9.55506418479516,1,0,3,0,4,0,11,2,2,0,0,5,5,1993,1995,1,1,12,13,2,0.0,3,4,5,2,3,3,2,6.597145701886651,5,0.0,64.0,6.680854678790215,1,0,1,4,6.680854678790215,566,0.0,7.217443431696533,1.0,0.0,1,1,1,0.6931471805599453,3,5,6,0,1,1993.0,2,2.0,480.0,4,4,2,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,0.0,6.55250788703459,10,2009,8,4
6,3.044522437723423,3,9.218804450388312,1,3,3,0,4,0,21,2,2,0,2,8,5,2004,2005,1,1,12,13,3,5.231108616854587,2,4,2,0,3,0,2,7.222566018822171,5,0.0,317.0,7.430707082545968,1,0,1,4,7.43543801981455,0,0.0,7.43543801981455,1.0,0.0,2,0,3,0.6931471805599453,2,7,6,1,1,2004.0,1,2.0,636.0,4,4,2,5.545177444479562,4.060443010546419,0.0,0.0,0.0,0.0,0.0,8,2007,8,4
7,4.110873864173311,3,9.247925132303454,1,0,3,0,0,0,14,4,2,0,5,7,6,1973,1973,1,1,6,6,3,5.484796933490655,3,4,1,2,3,2,0,6.756932389247553,1,3.4965075614664802,216.0,7.010311867307229,1,0,1,4,7.010311867307229,983,0.0,7.645397699428633,1.0,0.0,2,1,3,0.6931471805599453,3,7,6,2,1,1973.0,1,2.0,484.0,4,4,2,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,0.0,5.860786223465865,11,2009,8,4
8,3.9318256327243257,4,8.71948076085107,1,3,3,0,4,0,17,0,2,0,0,7,5,1931,1950,1,1,3,15,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,952.0,6.859614903654202,1,2,1,1,6.930494765951626,752,0.0,7.4815557019095165,0.0,0.0,2,0,2,1.0986122886681098,3,8,2,2,5,1931.0,2,2.0,468.0,1,4,2,4.51085950651685,0.0,5.327876168789581,0.0,0.0,0.0,0.0,4,2008,8,0
9,5.25227342804663,3,8.912069097970134,1,3,3,0,0,0,3,0,0,1,1,5,6,1939,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,2,6.747586526829315,5,0.0,140.0,6.899723107284872,1,0,1,4,6.982862751468942,0,0.0,6.982862751468942,1.0,0.0,1,0,2,1.0986122886681098,3,5,6,2,1,1939.0,1,1.0,205.0,2,4,2,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1,2008,8,4
